username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;imagelinks
DatsonBatson;2016-04-19 02:11;0;0;"It's not how you hit the mat, it's how you get up. #Daredevil #DaredevilSeason2 #badselfie pic.twitter.com/c6C5ukmXLd";;;#Daredevil #DaredevilSeason2 #badselfie;"722163230408384514";https://twitter.com/DatsonBatson/status/722163230408384514;https://pbs.twimg.com/media/CgWjoFEWIAEfXIe.jpg 
ToddShimkus;2016-04-17 23:17;0;3;"We took a #badselfie before @BenShimkus takes the stage as George at @SUNYCortlandMT pic.twitter.com/yBgtlEWFsu";;@BenShimkus @SUNYCortlandMT;#badselfie;"721756919816462336";https://twitter.com/ToddShimkus/status/721756919816462336;https://pbs.twimg.com/media/CgQyFbMWwAcSlkK.jpg 
Vestal_Seer;2016-04-17 05:16;1;7;"An incredibly fun hometown gig playing with @DomMajor @AlexDDrummer in support of @GingerTomBand new EP #badselfie pic.twitter.com/IgFuCtbvLK";;@DomMajor @AlexDDrummer @GingerTomBand;#badselfie;"721484968749346816";https://twitter.com/Vestal_Seer/status/721484968749346816;https://pbs.twimg.com/media/CgM6vIoW8AEKCR8.jpg 
BonoKerry;2016-04-12 16:09;2;17;"Catching up with Emma Griffiths on the KK - lovely to see you #badselfie @NBSManchester pic.twitter.com/3Tit5fE0Eo";;@NBSManchester;#badselfie;"719837233902182400";https://twitter.com/BonoKerry/status/719837233902182400;https://pbs.twimg.com/media/Cf1gI5KWQAAy--w.jpg 
LaurenShanai;2016-04-08 22:32;1;3;"Am I punk rock enough ??? #badselfie #SLFLLondon pic.twitter.com/cxnQufyHcz";;;#badselfie #SLFLLondon;"718484206486167552";https://twitter.com/LaurenShanai/status/718484206486167552;https://pbs.twimg.com/media/CfiRkYoWcAAhWwH.jpg 
MariNykanen;2016-04-08 13:09;0;1;"After two months I finally feel good :) #friday #badselfie #life pic.twitter.com/KGZAZpIdzs";;;#friday #badselfie #life;"718342519680036864";https://twitter.com/MariNykanen/status/718342519680036864;https://pbs.twimg.com/media/CfgQswSWIAAPf0j.jpg 
Knterox;2016-04-08 04:24;0;3;"Gracias Periscope por enseñarnos la persecución gringa con más LOLs de la historia... #Pursuit #BadSelfie pic.twitter.com/YAPLN9WGcz";;;#Pursuit #BadSelfie;"718210340392009728";https://twitter.com/Knterox/status/718210340392009728;https://pbs.twimg.com/media/CfeYfcVVAAA8VtU.jpg 
buggerlugs2;2016-04-07 03:03;0;0;"Oh twaddy! #badselfie pic.twitter.com/eB0qkLIFPi";;;#badselfie;"717827498843758592";https://twitter.com/buggerlugs2/status/717827498843758592;https://pbs.twimg.com/media/CfY8Th2WsAA9CPf.jpg 
SamL24;2016-04-05 16:37;0;1;"@Babylon999 great to see you earlier! Loving my #badselfie with you. Share your nice pics when you can pic.twitter.com/hnPPdHjjdY";;@Babylon999;#badselfie;"717307589273456640";https://twitter.com/SamL24/status/717307589273456640;https://pbs.twimg.com/media/CfRjc0BWwAA7Y5O.jpg 
HuntCookEat;2016-04-04 19:39;0;3;"#double #gobbler #badselfie pic.twitter.com/hXuRaehswM";Roswell, GA;;#double #gobbler #badselfie;"716991114377621504";https://twitter.com/HuntCookEat/status/716991114377621504;https://pbs.twimg.com/media/CfNDmxcW8AAFQMf.jpg 
rlgglambert;2016-03-29 07:09;0;1;"Snuggling with Hunter #CatsOfTwitter #catsofinstagram #meow #tabbykitten #tabbycat #beautiful #kitten #BadSelfie pic.twitter.com/5wH7VIw0jd";;;#CatsOfTwitter #catsofinstagram #meow #tabbykitten #tabbycat #beautiful #kitten #BadSelfie;"714628018715631616";https://twitter.com/rlgglambert/status/714628018715631616;https://pbs.twimg.com/media/CereSYAWIAAuon9.jpg https://pbs.twimg.com/media/CereSYBWAAEYgqn.jpg https://pbs.twimg.com/media/CereSYAWwAAnd5J.jpg https://pbs.twimg.com/media/CereSRuXIAAhqdm.jpg 
DebDoubled116;2016-03-28 04:19;0;1;"Happy Easter! #badselfie pic.twitter.com/ATbW2cdmdd";;;#badselfie;"714222786709954560";https://twitter.com/DebDoubled116/status/714222786709954560;https://pbs.twimg.com/media/Celt1dYWAAAsZ-2.jpg 
janetgzzl;2016-03-28 00:53;0;3;"Yo Siempre. #Selfie #BadSelfie pic.twitter.com/pdCynpoMS9";;;#Selfie #BadSelfie;"714171009952157696";https://twitter.com/janetgzzl/status/714171009952157696;https://pbs.twimg.com/media/Cek-vHgWIAIeMTB.jpg 
News_JackHilton;2016-03-27 02:17;0;1;"Selfie with @coreyfogelmanis from Girl Meets World. #BadSelfie -er #OnedayIwillBeASelfieMaster @FoxABCMaine pic.twitter.com/HIdZyRfYp0";;@coreyfogelmanis @FoxABCMaine;#BadSelfie #OnedayIwillBeASelfieMaster;"713829744182235137";https://twitter.com/News_JackHilton/status/713829744182235137;https://pbs.twimg.com/media/CegIXnsWsAABInZ.jpg 
TomHall;2016-03-26 00:10;8;58;". I'm still the Reining King of the #BadSelfie ! . #MyDayInLA pic.twitter.com/H932Uc89VC";;;#BadSelfie #MyDayInLA;"713435481069858816";https://twitter.com/TomHall/status/713435481069858816;https://pbs.twimg.com/media/CeahyMEUIAAf8Xc.jpg 
rednationjf;2016-03-25 16:17;0;0;"Tried to take a selfie on a friday morning and manged to make it look like I'm sleeping lol #badselfie pic.twitter.com/ELYXg4axC3";;;#badselfie;"713316244708044800";https://twitter.com/rednationjf/status/713316244708044800;https://pbs.twimg.com/media/CeY1WDxWAAAEbIc.jpg 
thefatproject;2016-03-24 06:52;0;0;"#badselfie Celebrating as an X Warrior Ambassador #xwarrior pic.twitter.com/eoCOlPQNha";;;#badselfie #xwarrior;"712811817509064705";https://twitter.com/thefatproject/status/712811817509064705;https://pbs.twimg.com/media/CeRqkj0UMAIEBjS.jpg 
apeaceofjp;2016-03-18 18:30;0;0;"What r d chances u can see an old friend on a random Friday night? Glad 2 c u after ages @iamjudass #badselfie pic.twitter.com/zf4BSBOevC";Makati City, National Capital Region;@iamjudass;#badselfie;"710813203828072448";https://twitter.com/apeaceofjp/status/710813203828072448;https://pbs.twimg.com/media/Cd1Q04VUIAAHW-k.jpg 
TomHall;2016-03-18 01:44;13;102;"Even before my 1st Drink I'm still the King of the #BadSelfie ! #StPatricksDay #SantaMonica #MyDayInLA #Selfie pic.twitter.com/gD064CatY0";;;#BadSelfie #StPatricksDay #SantaMonica #MyDayInLA #Selfie;"710559846878162944";https://twitter.com/TomHall/status/710559846878162944;https://pbs.twimg.com/media/CdxqaGBUkAEzdZR.jpg 
GwethalineAnno;2016-03-18 00:38;0;0;"Happy #StPatricksDay ! I'm wearing green I promise! #badselfie #irishgirl pic.twitter.com/Re7ulOVdGG";;;#StPatricksDay #badselfie #irishgirl;"710543231667146753";https://twitter.com/GwethalineAnno/status/710543231667146753;https://pbs.twimg.com/media/CdxbRQ3UMAAj0Mf.jpg 
ShadeWlf;2016-03-17 06:26;0;0;"#oasistys section 112 row E seat 3 #TexasStars #TexasStarsHockey #badselfie pic.twitter.com/DXXUrwRTBy";;;#oasistys #TexasStars #TexasStarsHockey #badselfie;"710268421045235712";https://twitter.com/ShadeWlf/status/710268421045235712;https://pbs.twimg.com/media/CdthWhRVIAA9dKF.jpg 
runwithskizzers;2016-03-16 22:52;0;4;"I sent @skrishna this back bc the dude next to me is inhibiting my selfie skills #badselfie pic.twitter.com/78y5zRRpLD";;@skrishna;#badselfie;"710154398580785152";https://twitter.com/runwithskizzers/status/710154398580785152;https://pbs.twimg.com/media/Cdr5ZyNWEAAGNT7.jpg 
LexibearzloveYT;2016-03-12 07:02;0;0;"#ThisIsMe #BadSelfie #Follow4Follow <3 pic.twitter.com/r81HHHCQU7";;;#ThisIsMe #BadSelfie #Follow4Follow;"708465605972656130";https://twitter.com/LexibearzloveYT/status/708465605972656130;https://pbs.twimg.com/media/CdT5tspUIAAexwu.jpg 
fidyariski_;2016-03-11 18:00;0;0;"There is something wrong in with hair *euu #likeforlike #hastag #selfie #badselfie #hair pic.twitter.com/fMNA38EXtM";;;#likeforlike #hastag #selfie #badselfie #hair;"708268869807267841";https://twitter.com/fidyariski_/status/708268869807267841;https://pbs.twimg.com/media/CdRGyLLUIAAUCqf.jpg 
herrLorenz;2016-03-08 18:21;0;0;"Also ich geb's ja schon zu. Das Badselfie ist nicht meine Königsdisziplin... pic.twitter.com/ZMgmIAh3pR";;;;"707186957256884224";https://twitter.com/herrLorenz/status/707186957256884224;https://pbs.twimg.com/media/CdBuxztW0AAyDiD.jpg 
DigitalWheelie;2016-03-06 20:05;0;0;"#BadSelfie pic.twitter.com/vqLlVbYwvw";;;#BadSelfie;"706488265302355968";https://twitter.com/DigitalWheelie/status/706488265302355968;https://pbs.twimg.com/media/Cc3zUB_UcAAafB7.jpg 
ShentonSimon;2016-03-06 12:28;0;0;"I'm happy! Honest! #badselfie pic.twitter.com/ZnJoY4uAVB";;;#badselfie;"706373404857802753";https://twitter.com/ShentonSimon/status/706373404857802753;https://pbs.twimg.com/media/Cc2K2tRVIAAwRTP.jpg 
dafyddapllwyd;2016-03-05 15:24;0;0;"#badselfie ym Mae Caerdydd. pic.twitter.com/uFHpUbjqou";;;#badselfie;"706055345706295296";https://twitter.com/dafyddapllwyd/status/706055345706295296;https://pbs.twimg.com/media/CcxpmJJW8AATHXf.jpg 
ParksTweet;2016-03-03 05:55;0;3;"@lizellevv @ebassity @P2Binvestor @krismtl just a tad too late, it'll grow back. Beard is still in play. #badselfie pic.twitter.com/BwFXdOAYpp";;@lizellevv @ebassity @P2Binvestor @krismtl;#badselfie;"705187248258437121";https://twitter.com/ParksTweet/status/705187248258437121;https://pbs.twimg.com/media/CclUDEXVIAAkWIr.jpg 
Yanderenoob;2016-02-29 10:39;0;1;"Old cosplay as yanderechan. I failed lol #cosplay #yanderechancosplay #badselfie #yanderechancosplay #tried pic.twitter.com/J9bKMjvYBy";;;#cosplay #yanderechancosplay #badselfie #yanderechancosplay #tried;"704171669049331713";https://twitter.com/Yanderenoob/status/704171669049331713;https://pbs.twimg.com/media/CcW4YJkUEAA-uhV.jpg 
JohnBernatovicz;2016-02-29 00:50;0;2;"My son is tracing me for a #school project for @HillcrestK3 . He is making a life-sized @JungleJackHanna . #badselfie pic.twitter.com/tyGqxgPQnv";;@HillcrestK3 @JungleJackHanna;#school #badselfie;"704023400067551232";https://twitter.com/JohnBernatovicz/status/704023400067551232;https://pbs.twimg.com/media/CcUxjD3W4AICXkr.jpg 
JennHR16;2016-02-28 00:41;0;2;"#King & #Queen Her . #BadSelfie Me and Chanice pic.twitter.com/WzHV9wYW68";;;#King #Queen #BadSelfie;"703658689761300480";https://twitter.com/JennHR16/status/703658689761300480;https://pbs.twimg.com/media/CcPl1xIW8AAUHFR.jpg https://pbs.twimg.com/media/CcPl15-WoAEs68-.jpg https://pbs.twimg.com/media/CcPl1pBW4AAfv5s.jpg 
DennisHolzberg;2016-02-26 15:36;0;0;"Gestern erst mal Yasso 800s Intervalle Gelaufen. 17k und viel Spass! #Laufen #run #paleo #sport #badselfie pic.twitter.com/27ojbCvddd";;;#Laufen #run #paleo #sport #badselfie;"703159184330600452";https://twitter.com/DennisHolzberg/status/703159184330600452;https://pbs.twimg.com/media/CcIfhXqUkAACmfs.jpg 
TomHall;2016-02-24 00:53;4;37;"Still the Reining King of the #BadSelfie ! . #MyDayInLA #Selfie #SantaMonica #Blackhawks pic.twitter.com/5pXRzvvQbg";;;#BadSelfie #MyDayInLA #Selfie #SantaMonica #Blackhawks;"702212270688858112";https://twitter.com/TomHall/status/702212270688858112;https://pbs.twimg.com/media/Cb7CVSfVAAAVRCb.jpg 
LilyLalilou;2016-02-22 04:12;0;0;"so that was my saturdaynight makeup #badselfie but #goodmakeup #urbandecay #vice4 #darklips #nyxtransylvania pic.twitter.com/OJTBkOEHFi";;;#badselfie #goodmakeup #urbandecay #vice4 #darklips #nyxtransylvania;"701537397335584768";https://twitter.com/LilyLalilou/status/701537397335584768;https://pbs.twimg.com/media/Cbxci4wW0AQoAgp.jpg 
darain39;2016-02-20 18:36;0;0;"Ok at least don't look 12 years this time... #gettingold #badselfie pic.twitter.com/ccFyrIkoUq";;;#gettingold #badselfie;"701030220560789505";https://twitter.com/darain39/status/701030220560789505;https://pbs.twimg.com/media/CbqPQbeW8AAeZ_r.jpg 
donCmontgomery;2016-02-19 02:09;1;0;"Wow! How #stupid is this? #selfishpeople #badselfie https:// twitter.com/CNN/status/700 412842193874945 …";;;#stupid #selfishpeople #badselfie;"700419464253157376";https://twitter.com/donCmontgomery/status/700419464253157376;https://pbs.twimg.com/media/CbhdxM6WIAILqBP.jpg 
Vanessa85456564;2016-02-19 01:27;0;1;"Having fun #badselfie #besties #<3 #af #omg pic.twitter.com/YLEHwCDwhZ";;;#badselfie #besties # #af #omg;"700408816106676225";https://twitter.com/Vanessa85456564/status/700408816106676225;https://pbs.twimg.com/media/CbhaF2BXEAEQOAQ.jpg 
jessiekhoo;2016-02-15 11:40;0;0;"And Monday was all a blur #badselfie #ootd #kookai http:// ift.tt/213NpdG pic.twitter.com/QXOgxWrFY3";;;#badselfie #ootd #kookai;"699113631225638912";https://twitter.com/jessiekhoo/status/699113631225638912;https://pbs.twimg.com/media/CbPAJK9WAAEeoKA.jpg 
lizabethkelly;2016-02-14 19:27;0;1;"Happy Valentine's Day fiancé one day we'll boss selfies @TGibsonUK #badselfie pic.twitter.com/V1rdoZVdbA";;@TGibsonUK;#badselfie;"698868728382017536";https://twitter.com/lizabethkelly/status/698868728382017536;https://pbs.twimg.com/media/CbLhZoqW8AA8MUs.jpg 
treythetruth213;2016-02-14 02:58;0;2;""AFTER SPENDING THE LAST 3 VALENTINES DAY ALONE LATASHA HAS DECIDED TO KEEP HER NECK.I MEAN HEAD UP!":-) #BADSELFIE pic.twitter.com/w2en586WJf";Los Angeles, CA;;#BADSELFIE;"698619666072100864";https://twitter.com/treythetruth213/status/698619666072100864;https://pbs.twimg.com/media/CbH-4mFUAAAi5RC.jpg 
Sarah_ML;2016-02-13 19:32;0;1;"Politics is v important etc but WHY OH WHY would you do a selfie from the world's most unflattering angle #badselfie https:// twitter.com/sharontobin/st atus/698497439884566528 …";Kilkenny, Ireland;;#badselfie;"698507476518506496";https://twitter.com/Sarah_ML/status/698507476518506496;https://pbs.twimg.com/media/CbGPsmQWcAAtm5q.jpg 
gtomezzoli;2016-02-13 01:48;0;0;"impressionante sapere che le granate provocano tanti morti quanto le auto... mentre ci si fa un selfie!!! #badselfie https:// twitter.com/primaonline/st atus/698235475685961728 …";;;#badselfie;"698239681897566208";https://twitter.com/gtomezzoli/status/698239681897566208;https://pbs.twimg.com/media/CbChdzPW4AQ62ux.jpg 
leed43;2016-02-11 20:55;0;1;"On the way to bodies #badselfie #partybus pic.twitter.com/RycglSBKmU";;;#badselfie #partybus;"697803725067259904";https://twitter.com/leed43/status/697803725067259904;https://pbs.twimg.com/media/Ca8YxmuUkAAcFrx.jpg 
lucy_acred;2016-02-11 18:34;0;3;"@TheKittyWoo Sorry about the #BadSelfie pic.twitter.com/HWsEParOAJ";Little Downham, England;@TheKittyWoo;#BadSelfie;"697768200377933824";https://twitter.com/lucy_acred/status/697768200377933824;https://pbs.twimg.com/media/Ca74ecgXEAAXr7J.jpg 
tometravellers;2016-02-10 14:22;1;5;"Tell us we're beautiful #badselfie #SexAndPsychopaths pic.twitter.com/bKkVEeleur";;;#badselfie #SexAndPsychopaths;"697342392744022016";https://twitter.com/tometravellers/status/697342392744022016;https://pbs.twimg.com/media/Ca11M1rUcAI045n.jpg 
TomHall;2016-02-10 06:00;4;31;"The King of the #BadSelfie Returns! . #Selfie #MyDayInLA #ILoveLA #California #SantaMonica pic.twitter.com/qjiMsPVtbR";;;#BadSelfie #Selfie #MyDayInLA #ILoveLA #California #SantaMonica;"697216017341153280";https://twitter.com/TomHall/status/697216017341153280;https://pbs.twimg.com/media/Ca0CRKzUYAAS4l-.jpg 
darain39;2016-02-07 21:51;0;1;"I however unfortunately recall this #badselfie #personal #darain39 pic.twitter.com/a6eRAO034G";;;#badselfie #personal #darain39;"696368139496513536";https://twitter.com/darain39/status/696368139496513536;https://pbs.twimg.com/media/Can_HgqXIAAOKhs.jpg 
Doctorjosiek;2016-02-06 06:03;0;1;"New video coming..... Duhn duh duhhh #YouTube #LAlife #badselfie pic.twitter.com/4lETcXactt";;;#YouTube #LAlife #badselfie;"695767314034069504";https://twitter.com/Doctorjosiek/status/695767314034069504;https://pbs.twimg.com/media/CafcrqiUYAAOOTq.jpg 
KathyMadden;2016-02-04 18:28;0;1;"Woah!!! Where the hell did I go?? #badselfie #notlikethekids pic.twitter.com/IkBzGwDMtg";Hanover Park, IL;;#badselfie #notlikethekids;"695229886877683712";https://twitter.com/KathyMadden/status/695229886877683712;https://pbs.twimg.com/media/CaXz5SIUkAA1J8m.jpg 
beahealthygeek;2016-01-31 19:17;0;1;"5k snow run done! #badselfie #snowrun #toobright #geekfit #starwarsshirt @GeekedOutFit shirt! pic.twitter.com/TxzAytqq7V";Halifax, Nova Scotia;@GeekedOutFit;#badselfie #snowrun #toobright #geekfit #starwarsshirt;"693792756448268290";https://twitter.com/beahealthygeek/status/693792756448268290;https://pbs.twimg.com/media/CaDY0_JWYAAN1oe.jpg 
rily_mon;2016-01-31 10:04;0;1;"When you're driving and you forget that you're dead #diadelosmuertos #deadmandriving #badselfie #tbt pic.twitter.com/4h2FHUZYd4";;;#diadelosmuertos #deadmandriving #badselfie #tbt;"693653593346351104";https://twitter.com/rily_mon/status/693653593346351104;https://pbs.twimg.com/media/CaBaRIzVAAAcyh6.jpg 
CaseyJGiven;2016-01-29 07:38;0;4;". @JaredMeyer10 Where are you? We miss you! #badselfie pic.twitter.com/v7rek4rTEl";Washington, DC;@JaredMeyer10;#badselfie;"692891944859492352";https://twitter.com/CaseyJGiven/status/692891944859492352;https://pbs.twimg.com/media/CZ2li3rUcAAZMGy.jpg 
891thePoint;2016-01-27 00:39;0;3;"#BadSelfie pic.twitter.com/68lHKnYf7Y";;;#BadSelfie;"692061752612225024";https://twitter.com/891thePoint/status/692061752612225024;https://pbs.twimg.com/media/CZqydtmWEAAEucI.jpg 
Maxine_Time;2016-01-26 20:22;0;1;"#badselfie #blueeyes ️ pic.twitter.com/vA5u04gD0i";Trinidad and Tobago;;#badselfie #blueeyes;"691997216031006721";https://twitter.com/Maxine_Time/status/691997216031006721;https://pbs.twimg.com/media/CZp3x1NWIAE-fQq.jpg 
KedmaOugh;2016-01-26 08:46;0;2;"Every time mom visits she always gives me scary pictures of myself. Lol! #wtf #badselfie #1980s pic.twitter.com/X2m6V1N5HN";;;#wtf #badselfie #1980s;"691822038172958721";https://twitter.com/KedmaOugh/status/691822038172958721;https://pbs.twimg.com/media/CZnYeQ4XEAYmIkk.jpg 
HedlerLennard;2016-01-23 23:35;0;0;"Ein schönes @JoyceIlg #Badselfie pic.twitter.com/MideWqPlda";;@JoyceIlg;#Badselfie;"690958505818394626";https://twitter.com/HedlerLennard/status/690958505818394626;https://pbs.twimg.com/media/CZbHF6eUEAEam6D.jpg 
timeslidesband;2016-01-22 01:14;0;1;"New jam sounds awesome! Uploading this Sunday. Thanks @jelerevymy and @rogankelsey ! #Timeslides #newmusic #badselfie pic.twitter.com/qXvrlFBGs4";;@jelerevymy @rogankelsey;#Timeslides #newmusic #badselfie;"690258804936671237";https://twitter.com/timeslidesband/status/690258804936671237;https://pbs.twimg.com/media/CZRKuG4WwAAoX9Y.jpg 
sammterry;2016-01-20 18:28;0;2;"Same sandwich every working day from @raisebakery . Get down there! #chickenbaconavo #nosalt #badselfie pic.twitter.com/y829sufiCP";;@raisebakery;#chickenbaconavo #nosalt #badselfie;"689794105929568256";https://twitter.com/sammterry/status/689794105929568256;https://pbs.twimg.com/media/CZKkFCpWEAAkUSD.jpg 
SAguirre_BES;2016-01-19 18:15;0;5;"Good Morning! Turtle not the HARE, but still..... my brain needs a warm up before teaching #badselfie pic.twitter.com/oP5hB1eLO2";;;#badselfie;"689428574076465153";https://twitter.com/SAguirre_BES/status/689428574076465153;https://pbs.twimg.com/media/CZFXnm3VAAA2X1o.jpg https://pbs.twimg.com/media/CZFXmasVIAIJwx-.jpg 
heckogecko;2016-01-18 07:41;1;5;"gross badselfie nerd boy babysits small boy for little amounts of money pic.twitter.com/HzWCqDJoqO";;;;"688906630608584706";https://twitter.com/heckogecko/status/688906630608584706;https://pbs.twimg.com/media/CY987RuWMAAPUaL.jpg 
Carol_Cole;2016-01-15 10:21;1;4;"My selfie game has really deteriorated lately - oh well, you get the gist #sealions #badselfie pic.twitter.com/fiPooAFlz5";;;#sealions #badselfie;"687859597542076417";https://twitter.com/Carol_Cole/status/687859597542076417;https://pbs.twimg.com/media/CYvEqM3WMAAymWK.jpg 
BerkowitzAaron;2016-01-15 09:09;0;0;"Love me a good #selfie #RT Canadian AF #timhortons #coffee #yum #sure #badselfie #idc #canadianaf pic.twitter.com/SA1xY8GHFc";;;#selfie #RT #timhortons #coffee #yum #sure #badselfie #idc #canadianaf;"687841611636674560";https://twitter.com/BerkowitzAaron/status/687841611636674560;https://pbs.twimg.com/media/CYu0TScWMAAzWcr.jpg 
